timestamp,temperature_c,humidity_pct,pressure_hpa
2020-04-20,33.0,54,1008.1
2020-04-21,30.8,63,1009.3
2020-04-22,30.3,73,1008.7
2020-04-23,30.8,72,1008.7
2020-04-24,30.9,71,1007.8
2020-04-25,30.6,68,1008.8
2020-04-26,30.0,70,1009.2
2020-04-27,30.2,69,1010.4
2020-04-28,30.9,71,1008.7
2020-04-29,31.2,72,1008.3
2020-04-30,31.0,73,1009.7
2020-05-01,31.0,72,1009.8
2020-05-02,30.7,73,1008.5
2020-05-03,30.9,73,1008.1
2020-05-04,30.6,73,1009.0
2020-05-05,30.8,73,1008.3
2020-05-06,31.2,75,1007.4
2020-05-07,30.6,74,1008.0
2020-05-08,30.7,71,1008.3
2020-05-09,30.7,71,1008.3
2020-05-10,30.9,73,1007.8
2020-05-11,31.2,70,1008.4
2020-05-12,30.6,72,1007.7
2020-05-13,30.8,74,1007.0
2020-05-14,31.3,72,1006.5
2020-05-15,31.6,68,1006.4
2020-05-16,31.3,72,1006.3
2020-05-17,31.3,70,1005.8
2020-05-18,31.0,69,1005.1
2020-05-19,30.8,69,1004.9
2020-05-20,30.7,68,1004.9
2020-05-21,31.0,68,1006.2
2020-05-22,31.2,70,1007.2
2020-05-23,31.1,72,1006.8
2020-05-24,31.2,74,1007.7
2020-05-25,31.1,76,1008.0
2020-05-26,31.2,74,1008.1
2020-05-27,31.3,70,1007.6
2020-05-28,31.4,69,1006.8
2020-05-29,31.8,71,1006.9
2020-05-30,32.2,70,1007.3
2020-05-31,32.4,67,1007.4
2020-06-01,30.3,74,1008.0
2020-06-02,29.4,74,1005.0
2020-06-03,27.6,84,998.5
2020-06-04,26.0,88,1005.0
2020-06-05,29.0,74,1005.8
2020-06-06,28.9,82,1005.6
2020-06-07,29.2,74,1005.4
2020-06-08,27.9,77,1006.1
2020-06-09,29.4,78,1005.9
2020-06-10,30.1,78,1005.0
2020-06-11,29.5,80,1002.8
2020-06-12,29.2,81,1000.7
2020-06-13,28.8,84,1000.5
2020-06-14,29.8,83,1002.0
2020-06-15,29.3,85,1001.8
2020-06-16,28.8,86,1001.1
2020-06-17,28.9,81,1001.2
2020-06-18,27.6,90,1002.9
2020-06-19,29.7,86,1004.9
2020-06-20,30.3,80,1005.7
2020-06-21,29.5,80,1004.7
2020-06-22,29.3,83,1003.0
2020-06-23,29.2,79,1003.9
2020-06-24,30.1,76,1004.7
2020-06-25,30.2,78,1003.8
2020-06-26,29.9,83,1003.6
2020-06-27,30.3,77,1004.1
2020-06-28,29.7,82,1004.1
2020-06-29,28.9,84,1003.1
2020-06-30,28.8,85,1001.9
2020-07-01,28.7,83,1003.0
2020-07-02,28.9,84,1002.8
2020-07-03,27.1,94,1002.0
2020-07-04,26.6,97,1000.4
2020-07-05,28.1,93,1000.2
2020-07-06,28.9,84,998.5
2020-07-07,28.5,91,999.7
2020-07-08,28.9,88,1003.0
2020-07-09,29.1,86,1003.5
2020-07-10,29.7,83,1003.8
2020-07-11,29.1,84,1003.8
2020-07-12,26.6,94,1004.5
2020-07-13,27.2,93,1003.5
2020-07-14,26.7,95,1003.3
2020-07-15,26.3,97,1001.9
2020-07-16,26.3,97,998.9
2020-07-17,26.7,94,998.5
2020-07-18,28.5,88,1002.0
2020-07-19,29.4,86,1005.0
2020-07-20,29.6,83,1003.6
2020-07-21,29.4,80,1004.0
2020-07-22,29.4,80,1005.6
2020-07-23,28.7,86,1004.7
2020-07-24,27.8,89,1005.5
2020-07-25,28.7,82,1005.8
2020-07-26,28.2,87,1006.6
2020-07-27,26.9,93,1007.7
2020-07-28,26.5,96,1006.5
2020-07-29,27.8,91,1004.0
2020-07-30,27.3,93,1003.8
2020-07-31,28.5,86,1003.5
2020-08-01,28.8,83,1003.0
2020-08-02,29.0,80,1002.0
2020-08-03,27.9,88,999.8
2020-08-04,27.4,95,996.3
2020-08-05,26.2,95,993.5
2020-08-06,26.4,95,995.0
2020-08-07,27.9,90,1000.9
2020-08-08,28.2,88,1003.9
2020-08-09,29.0,84,1003.4
2020-08-10,28.6,86,1003.1
2020-08-11,28.1,87,1004.8
2020-08-12,27.3,92,1006.1
2020-08-13,27.8,88,1004.1
2020-08-14,26.8,92,1002.2
2020-08-15,27.8,90,1001.7
2020-08-16,28.1,88,1002.8
2020-08-17,27.3,92,1002.5
2020-08-18,27.7,89,1004.0
2020-08-19,27.9,87,1003.7
2020-08-20,27.4,91,1002.6
2020-08-21,26.6,94,1003.8
2020-08-22,27.7,91,1004.6
2020-08-23,28.2,87,1005.1
2020-08-24,28.1,86,1005.9
2020-08-25,28.0,84,1008.1
2020-08-26,28.4,83,1008.6
2020-08-27,28.2,82,1007.3
2020-08-28,26.3,92,1005.6
2020-08-29,26.0,96,1005.1
2020-08-30,26.5,93,1005.3
2020-08-31,27.1,88,1007.2
2020-09-01,27.6,87,1008.9
2020-09-02,28.6,85,1008.1
2020-09-03,29.0,82,1007.0
2020-09-04,29.8,79,1006.1
2020-09-05,30.6,82,1005.4
2020-09-06,29.8,84,1004.4
2020-09-07,28.6,83,1006.1
2020-09-08,30.1,79,1006.7
2020-09-09,29.9,82,1005.0
2020-09-10,29.7,81,1003.5
2020-09-11,28.8,84,1002.4
2020-09-12,28.0,85,1004.0
2020-09-13,28.4,83,1006.4
2020-09-14,27.2,86,1006.3
2020-09-15,27.8,86,1006.1
2020-09-16,28.0,88,1006.4
2020-09-17,27.3,90,1006.8
2020-09-18,26.9,90,1005.9
2020-09-19,27.8,92,1003.6
2020-09-20,29.2,82,1001.5
2020-09-21,27.8,90,1000.4
2020-09-22,26.8,95,1000.7
2020-09-23,25.8,98,1002.6
2020-09-24,27.7,92,1006.7
2020-09-25,28.3,87,1007.5
2020-09-26,28.9,75,1007.3
2020-09-27,28.8,79,1008.4
2020-09-28,28.4,80,1008.8
2020-09-29,28.7,79,1008.3
2020-09-30,28.8,78,1007.5
2020-10-01,28.9,76,1008.0
2020-10-02,29.1,80,1007.8
2020-10-03,28.8,85,1007.8
2020-10-04,27.8,88,1009.4
2020-10-05,28.6,84,1008.8
2020-10-06,29.3,82,1008.2
2020-10-07,30.0,78,1008.6
2020-10-08,29.9,81,1007.9
2020-10-09,31.1,70,1006.9
2020-10-10,29.9,81,1006.5
2020-10-11,28.9,84,1005.4
2020-10-12,29.3,84,1003.3
2020-10-13,29.4,87,1002.8
2020-10-14,28.5,88,1002.8
2020-10-15,28.1,93,1000.9
2020-10-16,29.5,79,1001.1
2020-10-17,29.0,72,1005.0
2020-10-18,28.6,78,1007.5
2020-10-19,28.8,83,1007.7
2020-10-20,29.5,84,1007.0
2020-10-21,29.8,82,1007.3
2020-10-22,28.9,85,1006.4
2020-10-23,29.1,80,1006.4
2020-10-24,29.4,85,1007.9
2020-10-25,29.6,81,1009.8
2020-10-26,29.5,73,1010.8
2020-10-27,29.8,58,1010.0
2020-10-28,29.5,66,1010.3
2020-10-29,29.2,70,1010.9
2020-10-30,29.4,66,1010.8
2020-10-31,29.0,58,1010.9
2020-11-01,28.9,55,1011.5
2020-11-02,29.6,62,1012.0
2020-11-03,29.6,61,1011.8
2020-11-04,29.6,58,1011.6
2020-11-05,29.4,50,1012.0
2020-11-06,29.2,46,1013.6
2020-11-07,28.7,52,1013.8
2020-11-08,29.6,48,1013.7
2020-11-09,28.8,50,1013.3
2020-11-10,27.8,50,1011.1
2020-11-11,27.1,42,1011.6
2020-11-12,27.8,41,1012.6
2020-11-13,28.2,57,1011.7
2020-11-14,29.4,61,1010.2
2020-11-15,29.7,64,1010.4
2020-11-16,30.1,60,1010.8
2020-11-17,30.3,60,1009.6
2020-11-18,29.5,64,1009.5
2020-11-19,29.2,62,1009.7
2020-11-20,28.4,58,1011.1
2020-11-21,28.1,61,1011.7
2020-11-22,27.7,66,1012.3
2020-11-23,27.7,55,1012.6
2020-11-24,27.7,55,1011.5
2020-11-25,28.1,57,1010.8
2020-11-26,27.9,58,1011.0
2020-11-27,28.5,41,1012.7
2020-11-28,28.0,49,1013.0
2020-11-29,28.8,58,1013.0
2020-11-30,28.9,61,1013.0
2020-12-01,29.6,60,1012.8
2020-12-02,28.9,64,1011.8
2020-12-03,28.1,53,1011.3
2020-12-04,27.1,53,1010.5
2020-12-05,27.3,53,1010.9
2020-12-06,27.3,45,1011.9
2020-12-07,27.6,45,1013.3
2020-12-08,27.6,49,1013.1
2020-12-09,28.8,52,1011.8
2020-12-10,28.9,63,1011.1
2020-12-11,26.4,74,1012.2
2020-12-12,26.7,74,1011.5
2020-12-13,25.2,73,1010.9
2020-12-14,24.6,86,1011.3
2020-12-15,26.2,79,1012.4
2020-12-16,26.5,78,1013.5
2020-12-17,26.5,75,1013.7
2020-12-18,27.2,68,1013.3
2020-12-19,27.3,57,1013.7
2020-12-20,26.8,52,1014.5
2020-12-21,26.0,50,1013.2
2020-12-22,25.2,49,1012.0
2020-12-23,24.8,53,1010.8
2020-12-24,25.2,56,1009.9
2020-12-25,27.0,57,1010.4
2020-12-26,27.5,57,1011.8
2020-12-27,26.5,64,1012.1
2020-12-28,24.1,49,1012.0
2020-12-29,23.3,56,1011.0
2020-12-30,24.3,65,1011.2
2020-12-31,26.4,60,1010.9
2021-01-02,26.1,73,1011.9
2021-01-03,24.8,68,1010.4
2021-01-04,25.1,64,1010.3
2021-01-05,25.1,62,1011.5
2021-01-06,25.1,61,1010.7
2021-01-07,26.4,62,1008.7
2021-01-08,26.7,78,1008.4
2021-01-09,27.3,76,1009.0
2021-01-10,28.2,73,1009.6
2021-01-11,29.0,67,1010.7
2021-01-12,29.1,64,1011.4
2021-01-13,28.4,58,1011.0
2021-01-14,26.9,59,1010.5
2021-01-15,25.3,65,1010.1
2021-01-16,24.8,57,1009.2
2021-01-17,25.5,62,1009.6
2021-01-18,26.3,62,1011.1
2021-01-19,27.1,52,1011.3
2021-01-20,26.6,51,1012.4
2021-01-21,25.1,52,1012.2
2021-01-22,25.3,61,1011.4
2021-01-23,26.3,59,1011.3
2021-01-24,25.3,60,1012.4
2021-01-25,24.1,56,1013.0
2021-01-26,23.7,61,1012.6
2021-01-27,23.5,63,1012.2
2021-01-28,23.2,65,1012.6
2021-01-29,23.8,62,1013.2
2021-01-30,25.3,53,1012.6
2021-01-31,25.5,48,1013.0
2021-02-01,27.1,52,1014.2
2021-02-02,28.0,46,1014.4
2021-02-03,26.8,50,1013.7
2021-02-04,26.2,52,1013.4
2021-02-05,26.1,50,1013.3
2021-02-06,26.4,40,1012.4
2021-02-07,27.9,31,1013.0
2021-02-08,27.0,35,1013.5
2021-02-09,26.5,39,1012.6
2021-02-10,25.8,50,1011.3
2021-02-11,26.8,49,1010.3
2021-02-12,26.8,55,1011.0
2021-02-13,26.7,49,1012.3
2021-02-14,26.1,64,1012.6
2021-02-15,25.8,65,1011.9
2021-02-16,25.0,76,1011.6
2021-02-17,25.3,70,1011.3
2021-02-18,26.4,64,1011.4
2021-02-19,27.9,51,1013.2
2021-02-20,27.5,47,1013.3
2021-02-21,29.1,39,1012.7
2021-02-22,29.1,46,1013.0
2021-02-23,29.0,47,1011.9
2021-02-24,29.8,46,1010.4
2021-02-25,29.1,45,1011.1
2021-02-26,28.6,54,1010.4
2021-02-27,28.3,57,1009.2
2021-02-28,29.6,47,1009.1
2021-03-01,29.8,46,1011.2
2021-03-02,29.5,43,1012.2
2021-03-03,29.2,41,1010.8
2021-03-04,29.9,43,1010.2
2021-03-05,29.4,54,1011.3
2021-03-06,28.2,76,1012.3
2021-03-07,28.8,52,1011.4
2021-03-08,28.6,48,1011.2
2021-03-09,29.6,53,1011.2
2021-03-10,29.3,57,1011.3
2021-03-11,28.2,64,1011.3
2021-03-12,28.7,58,1012.3
2021-03-13,30.1,48,1011.9
2021-03-14,30.3,41,1010.0
2021-03-15,30.5,42,1009.5
2021-03-16,30.7,37,1009.9
2021-03-17,30.6,45,1008.6
2021-03-18,29.9,53,1008.9
2021-03-19,29.2,56,1009.9
2021-03-20,28.2,65,1008.6
2021-03-21,28.4,66,1007.9
2021-03-22,29.2,67,1009.8
2021-03-23,30.2,47,1010.4
2021-03-24,31.5,44,1010.1
2021-03-25,32.5,32,1009.6
2021-03-26,31.9,33,1008.6
2021-03-27,32.9,30,1007.6
2021-03-28,29.8,61,1007.8
2021-03-29,29.5,73,1008.1
2021-03-30,28.6,71,1008.1
2021-03-31,28.1,74,1007.3
2021-04-01,28.9,74,1006.9
2021-04-02,28.8,69,1007.1
2021-04-03,28.3,71,1008.0
2021-04-04,28.9,71,1009.8
2021-04-05,29.1,71,1009.8
2021-04-06,30.7,55,1009.0
2021-04-07,30.3,63,1009.5
2021-04-08,29.2,74,1008.4
2021-04-09,29.0,75,1008.0
2021-04-10,29.2,74,1008.9
2021-04-11,30.0,70,1009.8
2021-04-12,30.9,67,1010.9
2021-04-13,31.0,68,1010.0
2021-04-14,30.8,72,1009.8
2021-04-15,30.3,73,1009.8
2021-04-16,29.6,73,1009.5
2021-04-17,30.1,72,1010.0
2021-04-18,31.1,71,1010.3
2021-04-19,30.3,74,1009.3
2021-04-20,29.9,73,1008.6
2021-04-21,29.9,74,1010.2
2021-04-22,30.3,70,1009.8
2021-04-23,30.2,62,1010.0
2021-04-24,29.5,70,1009.3
2021-04-25,31.0,67,1008.0
2021-04-26,31.0,77,1007.6
2021-04-27,31.2,70,1008.8
2021-04-28,30.4,72,1009.8
2021-04-29,30.8,72,1009.2
2021-04-30,30.3,76,1008.3
2021-05-01,31.2,69,1007.3
2021-05-02,31.0,68,1007.8
2021-05-03,31.1,67,1007.4
2021-05-04,31.5,69,1007.0
2021-05-05,31.0,75,1007.0
2021-05-06,30.8,75,1007.5
2021-05-07,30.9,73,1008.5
2021-05-08,30.9,74,1007.4
2021-05-09,31.1,73,1006.5
2021-05-10,31.2,68,1006.5
2021-05-11,30.6,68,1007.2
2021-05-12,30.9,65,1005.6
2021-05-13,30.8,64,1004.9
2021-05-14,30.8,68,1002.7
2021-05-15,33.0,58,999.6
2021-05-16,32.6,60,997.7
2021-05-17,26.6,84,995.8
2021-05-18,29.1,85,1001.7
2021-05-19,28.5,85,1003.8
2021-05-20,29.9,79,1006.3
2021-05-21,30.4,75,1007.1
2021-05-22,30.8,72,1006.6
2021-05-23,30.9,72,1007.3
2021-05-24,31.1,72,1008.3
2021-05-25,30.9,74,1006.7
2021-05-26,30.8,71,1005.8
2021-05-27,30.7,74,1005.8
2021-05-28,31.0,75,1006.2
2021-05-29,31.4,74,1006.9
2021-05-30,30.9,73,1006.9
2021-05-31,29.5,81,1005.2
2021-06-01,29.9,80,1005.2
2021-06-02,29.2,84,1006.0
2021-06-03,30.3,72,1006.6
2021-06-04,30.2,71,1007.4
2021-06-05,29.2,73,1006.6
2021-06-06,29.2,80,1007.1
2021-06-07,28.6,79,1007.4
2021-06-08,27.7,88,1006.4
2021-06-09,25.9,94,1005.2
2021-06-10,26.4,93,1004.7
2021-06-11,26.7,94,1003.9
2021-06-12,27.3,92,1003.3
2021-06-13,29.4,86,1003.1
2021-06-14,30.3,81,1001.8
2021-06-15,28.1,88,1000.6
2021-06-16,27.4,93,1001.0
2021-06-17,27.3,93,1001.9
2021-06-18,29.6,84,1002.5
2021-06-19,28.2,86,1004.9
2021-06-20,29.3,80,1006.3
2021-06-21,29.5,83,1007.0
2021-06-22,30.1,79,1006.9
2021-06-23,30.2,77,1006.5
2021-06-24,29.1,81,1006.9
2021-06-25,26.9,88,1005.9
2021-06-26,29.8,82,1005.9
2021-06-27,27.4,86,1007.8
2021-06-28,28.3,85,1006.9
2021-06-29,29.1,82,1006.1
2021-06-30,28.8,86,1006.2
2021-07-01,30.2,77,1004.6
2021-07-02,30.1,76,1004.9
2021-07-03,30.3,75,1006.1
2021-07-04,30.5,76,1006.7
2021-07-05,30.7,75,1006.3
2021-07-06,30.3,77,1005.2
2021-07-07,30.7,75,1005.1
2021-07-08,28.2,86,1004.8
2021-07-09,28.2,86,1003.0
2021-07-10,27.7,89,1002.1
2021-07-11,28.2,89,1001.3
2021-07-12,27.5,90,999.0
2021-07-13,26.7,92,1001.1
2021-07-14,26.4,94,1001.9
2021-07-15,27.6,92,1000.6
2021-07-16,27.2,94,1003.0
2021-07-17,27.8,92,1004.7
2021-07-18,28.2,91,1004.0
2021-07-19,27.8,94,1003.4
2021-07-20,28.8,86,1005.4
2021-07-21,27.8,91,1004.1
2021-07-22,28.2,92,1001.1
2021-07-23,28.2,91,1000.7
2021-07-24,28.9,87,1002.6
2021-07-25,28.9,87,1003.4
2021-07-26,29.1,83,1003.9
2021-07-27,28.9,80,1003.9
2021-07-28,28.4,84,1004.4
2021-07-29,28.6,83,1005.5
2021-07-30,28.8,84,1006.7
2021-07-31,28.7,81,1007.5
2021-08-01,28.4,84,1006.2
2021-08-02,28.3,83,1006.2
2021-08-03,28.1,86,1007.0
2021-08-04,28.6,84,1007.2
2021-08-05,28.9,82,1005.5
2021-08-06,28.9,81,1004.7
2021-08-07,29.1,82,1005.4
2021-08-08,28.8,80,1006.7
2021-08-09,28.8,80,1008.0
2021-08-10,28.8,78,1008.0
2021-08-11,28.7,76,1007.9
2021-08-12,27.9,86,1008.5
2021-08-13,28.2,82,1007.5
2021-08-14,27.0,85,1005.7
2021-08-15,26.2,92,1005.8
2021-08-16,26.3,91,1007.3
2021-08-17,26.8,87,1007.5
2021-08-18,25.2,97,1006.0
2021-08-19,25.4,95,1005.7
2021-08-20,25.5,93,1005.9
2021-08-21,25.8,96,1007.2
2021-08-22,27.2,87,1007.7
2021-08-23,28.4,83,1007.6
2021-08-24,28.6,83,1007.6
2021-08-25,28.5,81,1006.6
2021-08-26,28.1,84,1004.8
2021-08-27,28.7,82,1004.2
2021-08-28,29.2,77,1003.3
2021-08-29,28.7,81,1003.2
2021-08-30,27.5,83,1004.6
2021-08-31,25.9,96,1004.7
2021-09-01,27.5,89,1005.4
2021-09-02,27.6,87,1005.5
2021-09-03,26.8,94,1004.9
2021-09-04,26.7,92,1005.3
2021-09-05,27.8,92,1005.3
2021-09-06,27.9,87,1004.4
2021-09-07,26.8,92,1003.0
2021-09-08,27.1,93,1002.4
2021-09-09,28.3,87,1005.7
2021-09-10,28.4,86,1005.7
2021-09-11,27.2,90,1003.5
2021-09-12,27.3,93,1001.9
2021-09-13,27.7,92,1001.4
2021-09-14,27.9,86,1002.7
2021-09-15,28.6,84,1003.9
2021-09-16,28.2,80,1005.5
2021-09-17,28.6,80,1005.9
2021-09-18,28.6,80,1007.3
2021-09-19,27.8,85,1009.0
2021-09-20,27.9,88,1008.6
2021-09-21,26.7,92,1007.4
2021-09-22,27.6,90,1005.7
2021-09-23,28.3,84,1005.6
2021-09-24,28.2,85,1006.9
2021-09-25,28.2,82,1007.3
2021-09-26,27.4,86,1005.4
2021-09-27,26.6,92,1004.1
2021-09-28,26.8,94,1003.0
2021-09-29,27.8,89,1003.8
2021-09-30,27.8,89,1007.3
2021-10-01,28.7,84,1008.4
2021-10-02,29.2,83,1008.0
2021-10-03,29.6,83,1007.5
2021-10-04,30.1,80,1006.8
2021-10-05,30.0,80,1006.9
2021-10-06,29.6,78,1006.2
2021-10-07,29.8,82,1005.4
2021-10-08,29.4,82,1006.5
2021-10-09,28.7,82,1008.2
2021-10-10,28.3,82,1008.3
2021-10-11,28.4,85,1006.8
2021-10-12,29.1,82,1005.9
2021-10-13,30.4,76,1005.6
2021-10-14,31.0,74,1005.2
2021-10-15,31.2,62,1003.0
2021-10-16,30.0,54,1002.5
2021-10-17,29.4,67,1003.5
2021-10-18,29.8,72,1006.9
2021-10-19,28.7,74,1010.5
2021-10-20,28.6,72,1012.5
2021-10-21,29.2,65,1012.2
2021-10-22,29.7,64,1012.1
2021-10-23,29.2,71,1012.5
2021-10-24,28.3,70,1013.0
2021-10-25,28.2,71,1012.2
2021-10-26,29.1,66,1010.6
2021-10-27,29.7,53,1010.9
2021-10-28,29.8,50,1011.4
2021-10-29,29.8,36,1012.7
2021-10-30,29.5,37,1012.7
2021-10-31,29.7,46,1011.8
2021-11-01,29.3,57,1010.4
2021-11-02,30.0,60,1009.9
2021-11-03,30.4,51,1010.1
2021-11-04,30.5,50,1009.7
2021-11-05,30.3,62,1009.0
2021-11-06,28.7,71,1008.8
2021-11-07,29.2,62,1008.5
2021-11-08,28.9,58,1010.0
2021-11-09,28.4,50,1011.0
2021-11-10,28.8,40,1010.4
2021-11-11,28.6,38,1008.8
2021-11-12,28.5,36,1008.4
2021-11-13,29.8,44,1008.2
2021-11-14,30.2,57,1007.9
2021-11-15,30.3,64,1006.6
2021-11-16,30.8,61,1006.0
2021-11-17,29.9,70,1007.3
2021-11-18,28.9,81,1007.8
2021-11-19,29.1,76,1005.6
2021-11-20,30.6,67,1004.6
2021-11-21,29.8,70,1007.4
2021-11-22,28.6,80,1011.0
2021-11-23,29.2,78,1010.2
2021-11-24,30.4,76,1010.0
2021-11-25,30.2,64,1010.7
2021-11-26,29.7,62,1011.1
2021-11-27,29.4,61,1011.0
2021-11-28,28.4,55,1011.8
2021-11-29,28.1,47,1012.0
2021-11-30,28.7,51,1011.1
2021-12-01,21.9,79,1011.1
2021-12-02,23.2,88,1009.9
2021-12-03,26.4,82,1011.1
2021-12-04,26.9,80,1011.7
2021-12-05,26.5,78,1012.2
2021-12-06,26.8,70,1012.2
2021-12-07,27.6,63,1012.2
2021-12-08,28.0,58,1012.2
2021-12-09,28.0,61,1013.7
2021-12-10,28.2,61,1014.1
2021-12-11,28.2,59,1013.7
2021-12-12,28.0,61,1013.7
2021-12-13,27.5,57,1013.3
2021-12-14,25.9,54,1013.1
2021-12-15,25.2,66,1013.3
2021-12-16,25.1,71,1014.0
2021-12-17,25.3,72,1014.5
2021-12-18,25.8,68,1014.3
2021-12-19,26.1,60,1014.8
2021-12-20,25.9,58,1014.7
2021-12-21,25.5,65,1014.5
2021-12-22,25.2,68,1013.0
2021-12-23,24.7,64,1012.7
2021-12-24,24.0,74,1013.0
2021-12-25,24.2,75,1013.6
2021-12-26,24.5,73,1014.4
2021-12-27,25.2,68,1013.9
2021-12-28,25.2,68,1013.4
2021-12-29,24.4,62,1013.6
2021-12-30,25.2,59,1014.5
2021-12-31,26.1,58,1015.4
2022-01-02,27.0,60,1014.1
2022-01-03,27.2,62,1013.8
2022-01-04,27.1,62,1013.8
2022-01-05,26.5,72,1013.2
2022-01-06,25.7,73,1012.8
2022-01-07,25.5,74,1012.2
2022-01-08,24.2,81,1013.3
2022-01-09,22.4,56,1013.7
2022-01-10,21.3,53,1013.7
2022-01-11,21.8,64,1013.5
2022-01-12,21.9,62,1013.0
2022-01-13,22.6,70,1012.0
2022-01-14,23.7,69,1012.0
2022-01-15,24.5,65,1012.7
2022-01-16,26.1,54,1013.1
2022-01-17,26.8,58,1014.9
2022-01-18,26.3,60,1014.7
2022-01-19,25.4,58,1013.3
2022-01-20,24.6,59,1011.5
2022-01-21,24.4,73,1011.5
2022-01-22,24.7,77,1010.1
2022-01-23,22.7,56,1011.2
2022-01-24,20.4,41,1012.2
2022-01-25,21.2,48,1011.8
2022-01-26,22.5,51,1011.5
2022-01-27,24.1,50,1012.0
2022-01-28,25.6,40,1013.0
2022-01-29,25.6,38,1014.0
2022-01-30,25.5,45,1012.6
2022-01-31,24.7,50,1011.9
2022-02-01,23.4,57,1011.1
2022-02-02,23.8,69,1011.2
2022-02-03,24.0,77,1011.0
2022-02-04,24.3,57,1010.6
2022-02-05,23.3,53,1011.2
2022-02-06,24.4,58,1012.6
2022-02-07,23.7,78,1014.1
2022-02-08,23.5,73,1013.3
2022-02-09,23.7,70,1012.9
2022-02-10,25.0,55,1012.2
2022-02-11,27.3,41,1011.7
2022-02-12,26.4,47,1011.6
2022-02-13,25.9,57,1010.0
2022-02-14,26.0,51,1010.3
2022-02-15,24.6,60,1010.6
2022-02-16,23.7,68,1008.9
2022-02-17,23.9,69,1007.6
2022-02-18,25.0,60,1008.8
2022-02-19,25.9,58,1010.9
2022-02-20,26.1,58,1010.6
2022-02-21,25.7,50,1009.9
2022-02-22,25.5,58,1010.6
2022-02-23,26.5,57,1011.9
2022-02-24,27.2,61,1013.1
2022-02-25,26.8,53,1012.7
2022-02-26,27.2,45,1012.5
2022-02-27,27.4,45,1012.9
2022-02-28,27.2,45,1012.3
2022-03-01,27.7,51,1012.5
2022-03-02,28.7,48,1011.4
2022-03-03,29.3,44,1011.2
2022-03-04,29.8,32,1011.6
2022-03-05,28.7,38,1010.8
2022-03-06,29.4,44,1009.7
2022-03-07,29.0,50,1009.9
2022-03-08,30.5,47,1009.8
2022-03-09,30.3,51,1009.8
2022-03-10,30.6,48,1009.5
2022-03-11,31.0,46,1009.1
2022-03-12,30.6,44,1009.1
2022-03-13,31.4,40,1009.3
2022-03-14,32.2,27,1009.6
2022-03-15,32.4,34,1008.2
2022-03-16,32.1,38,1007.0
2022-03-17,31.9,45,1006.1
2022-03-18,31.2,51,1005.9
2022-03-19,29.2,69,1006.0
2022-03-20,28.2,75,1007.0
2022-03-21,28.3,72,1007.6
2022-03-22,30.0,43,1007.1
2022-03-23,31.1,34,1006.3
2022-03-24,30.3,51,1006.6
2022-03-25,29.0,58,1008.1
2022-03-26,29.2,73,1010.2
2022-03-27,29.0,74,1010.6
2022-03-28,29.4,77,1009.6
2022-03-29,30.2,66,1008.5
2022-03-30,29.5,70,1008.2
2022-03-31,28.6,74,1009.1
2022-04-01,28.2,70,1008.9
2022-04-02,28.4,71,1009.9
2022-04-03,29.0,68,1009.1
2022-04-04,29.2,75,1009.4
2022-04-05,29.8,77,1011.0
2022-04-06,29.9,77,1011.5
2022-04-07,29.6,78,1010.0
2022-04-08,29.9,78,1008.5
2022-04-09,30.3,76,1008.3
2022-04-10,30.0,77,1008.2
2022-04-11,30.1,69,1007.4
2022-04-12,30.6,61,1006.0
2022-04-13,31.3,59,1005.4
2022-04-14,30.3,74,1006.4
2022-04-15,30.2,72,1007.1
2022-04-16,29.3,72,1006.3
2022-04-17,29.6,71,1007.3
2022-04-18,29.6,69,1009.2
2022-04-19,29.5,72,1010.8
2022-04-20,30.8,70,1008.3
2022-04-21,33.2,44,1005.7
2022-04-22,33.2,54,1006.9
2022-04-23,32.0,70,1007.8
2022-04-24,31.3,73,1008.1
2022-04-25,32.8,51,1006.5
2022-04-26,31.2,64,1007.5
2022-04-27,32.7,53,1005.9
2022-04-28,32.2,63,1006.7
2022-04-29,31.4,75,1008.5
2022-04-30,31.0,71,1006.8
2022-05-01,30.6,76,1006.0
2022-05-02,30.9,74,1006.1
2022-05-03,30.9,74,1007.0
2022-05-04,30.9,70,1007.8
2022-05-05,30.7,72,1007.8
2022-05-06,30.6,74,1007.2
2022-05-07,30.8,75,1006.6
2022-05-08,31.0,74,1004.8
2022-05-09,30.7,77,1003.8
2022-05-10,30.7,75,1003.7
2022-05-11,30.5,76,1003.4
2022-05-12,30.9,74,1004.4
2022-05-13,31.0,71,1004.1
2022-05-14,30.8,71,1004.6
2022-05-15,31.1,71,1005.8
2022-05-16,30.9,72,1004.9
2022-05-17,30.9,71,1004.1
2022-05-18,30.7,69,1004.6
2022-05-19,30.3,73,1005.0
2022-05-20,30.6,72,1006.3
2022-05-21,30.7,71,1006.0
2022-05-22,30.9,74,1004.1
2022-05-23,31.1,75,1003.2
2022-05-24,31.2,74,1006.0
2022-05-25,31.1,72,1008.0
2022-05-26,31.1,69,1007.7
2022-05-27,31.2,69,1007.4
2022-05-28,31.0,69,1006.8
2022-05-29,31.1,69,1006.7
2022-05-30,31.1,70,1006.3
2022-05-31,31.1,69,1005.7
2022-06-01,31.0,69,1005.9
2022-06-02,30.7,71,1006.0
2022-06-03,31.0,69,1005.9
2022-06-04,30.9,70,1005.4
2022-06-05,30.9,71,1005.3
2022-06-06,31.3,69,1005.6
2022-06-07,31.2,72,1005.9
